 Objects:           9
 Number_of_steps:            0
 Time_from_start_(s):    0.00000000000000000000000000000000000      
 Positions_of_objects: 
 Object           1  -1507243617.63746178024590116940977070         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           2   56392756382.3625382197540988305902299         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           3   106692756382.362538219754098830590223         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           4   148092756382.362538219754098830590237         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           5   226392756382.362538219754098830590237         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           6   776892756382.362538219754098830590184         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           7   1424092756382.36253821975409883059029         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           8   2868492756382.36253821975409883059029         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           9   4499492756382.36253821975409883058987         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Velocities_of_objects:
 Object           1   0.00000000000000000000000000000000000         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           2   0.00000000000000000000000000000000000         47890.0000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           3   0.00000000000000000000000000000000000         35030.0000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           4   0.00000000000000000000000000000000000         29780.0000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           5   0.00000000000000000000000000000000000         24130.0000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           6   0.00000000000000000000000000000000000         13060.0000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           7   0.00000000000000000000000000000000000         9640.00000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           8   0.00000000000000000000000000000000000         6810.00000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           9   0.00000000000000000000000000000000000         5430.00000000000000000000000000000000         0.00000000000000000000000000000000000      
 Forces_on_objects:
 Object           1   560340736460495345718401.883390532108         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           2  -13078488651792686728774.6929657110522         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           3  -55259846953569442278630.4661452364671         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           4  -35425791081927270465341.1262042448252         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           5  -1640792023729642703054.29237892903461         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           6  -415566341666461523865205.879299251130         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           7  -37290130980659448002292.6923555604662         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           8  -1403449899414182883681.46267448344975         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 Object           9  -675895202941148791421.271367115607291         0.00000000000000000000000000000000000         0.00000000000000000000000000000000000      
 
 Number_of_steps:            1
 Time_from_start_(s):    172800.000000000000000000000000000000      
 Positions_of_objects:
 Object           1  -1507239411.58297807170961562487349777        -2758835.72433409772008644540131912752         0.00000000000000000000000000000000000      
 Object           2   55801705743.7235756827396708360962239         8272633164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           3   106523512966.812426566055274314650423         6050425164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           4   148004222029.033129516395226084199341         5143225164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           5   226354611407.392051121109297963462098         4166905164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           6   776889487482.343690518366119054741166         2254009164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           7   1424091776943.39530788478897602973118         1663033164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           8   2868492515155.99921114542468312844376         1174009164.27566590227991355459868077         0.00000000000000000000000000000000000      
 Object           9   4499492658346.18965154060251882402060         935545164.275665902279913554598680877         0.00000000000000000000000000000000000      
 Velocities_of_objects:
 Object           1   4.86705211719295572246006167750428208E-0002   3.23993938243842848535079843828358963E-0004   0.00000000000000000000000000000000000      
 Object           2  -6805.36071120173104560592141051003252         47401.2111656624871195490511495751858         0.00000000000000000000000000000000000      
 Object           3  -1957.29825710983349358312662078233303         34975.2042416868900829868832944931558         0.00000000000000000000000000000000000      
 Object           4  -1024.39991887868385941866727954104917         29762.3757310407795910080679122300239         0.00000000000000000000000000000000000      
 Object           5  -441.455805729580260336441161809314926         24125.9606261111832177211585283189601         0.00000000000000000000000000000000000      
 Object           6  -37.8344114976022247702642986755914357         13059.9451253256596091523907682151490         0.00000000000000000000000000000000000      
 Object           7  -11.3360951626249334365990050260371248         9639.99343106786277852546054503328514         0.00000000000000000000000000000000000      
 Object           8  -2.79197167382579195131450985274010760         6809.99943099974092832905901223807212         0.00000000000000000000000000000000000      
 Object           9  -1.13467791376509958442214493355577196         5429.99988239903549119258843149659835         0.00000000000000000000000000000000000      
 Forces_on_objects:
 Object           1   560095219684966336222924.815284932847         7458610453321798908984.65057146534764         0.00000000000000000000000000000000000      
 Object           2  -12942737463325004382737.7205783074332        -1868950863971947890209.63488789134635         0.00000000000000000000000000000000000      
 Object           3  -55173095488408596577655.7412733258607        -3091637568201564973343.39243214671615         0.00000000000000000000000000000000000      
 Object           4  -35404823679429875092148.6692584661396        -1218603967157207445807.89690205835745         0.00000000000000000000000000000000000      
 Object           5  -1640517301716712517887.42285625326986        -30024376253097009992.8632791773352864         0.00000000000000000000000000000000000      
 Object           6  -415564596093365126759350.126328903309        -1205464489560900795860.20749593122923         0.00000000000000000000000000000000000      
 Object           7  -37290104696652550563975.4753623872239        -43217042545433652878.6074404578068950         0.00000000000000000000000000000000000      
 Object           8  -1403449774810226693209.77462005725783        -572042566475383314.921774734562771203         0.00000000000000000000000000000000000      
 Object           9  -675895187258243635959.885007232325393        -140103065171757577.126359067993583207         0.00000000000000000000000000000000000      
 
 Number_of_steps:            2
 Time_from_start_(s):    345600.000000000000000000000000000000      
 Positions_of_objects:
 Object           1  -1507226797.10534476139092434743661359        -5517559.47636313836808443707904422773         0.00000000000000000000000000000000000      
 Object           2   54040823720.5712199703926923911179675         16376340907.4042873530759791864905472         0.00000000000000000000000000000000000      
 Object           3   106016314104.705379764371770270447853         12081912914.4783210172400939757741963         0.00000000000000000000000000000000000      
 Object           4   147738723770.398065077939007418780859         10280359381.1990252312122153796640571         0.00000000000000000000000000000000000      
 Object           5   226240189255.902395281781824765068939         8332414320.93535672460425949658439385         0.00000000000000000000000000000000000      
 Object           6   776879680809.748966890873495488967980         4507999363.86387976548289335869251742         0.00000000000000000000000000000000000      
 Object           7   1424088838627.87433504275841021445325         3326064058.32838518081822627356086495         0.00000000000000000000000000000000000      
 Object           8   2868491791476.95206402605572453598498         2348018131.90484226939034990382683924         0.00000000000000000000000000000000000      
 Object           9   4499492364237.67554100133772253730121         1871090287.90843847031598567112258586         0.00000000000000000000000000000000000      
 Velocities_of_objects:
 Object           1   9.72985300792771549358619663051389955E-0002   1.29374736322842079950650236755601969E-0003   0.00000000000000000000000000000000000      
 Object           2  -13469.5184194747767050821471355529331         45945.3217196820554294434820868100396         0.00000000000000000000000000000000000      
 Object           3  -3908.45116347635680252404458295687393         34810.9902814109339450814392591605960         0.00000000000000000000000000000000000      
 Object           4  -2047.58722201435632860273759264908043         29709.5237539485866190524299820206809         0.00000000000000000000000000000000000      
 Object           5  -882.763783663740682177164918444024977         24113.8438542476328775439182843063063         0.00000000000000000000000000000000000      
 Object           6  -75.6685051513232897782426966604155657         13059.7805017583513130840161406475750         0.00000000000000000000000000000000000      
 Object           7  -22.6721743447836439934077008346706577         9639.97372427693444737659293255620311         0.00000000000000000000000000000000000      
 Object           8  -5.58394285188909595839902952361733181         6809.99772399896736583906411035521766         0.00000000000000000000000000000000000      
 Object           9  -2.26935577487435497606699475896885720         5429.99952959613485345467567468788184         0.00000000000000000000000000000000000      
 Forces_on_objects:
 Object           1   559362068702931486088404.168689156009         14865921517677339337336.6387768485074         0.00000000000000000000000000000000000      
 Object           2  -12538579685425476690931.4550955556188        -3697841269487271671051.87006381040419         0.00000000000000000000000000000000000      
